county,state,neighboring_county,neighboring_state
putnam,georgia,hancock,georgia
putnam,georgia,jasper,georgia
putnam,georgia,jones,georgia
putnam,georgia,morgan,georgia
putnam,georgia,putnam,georgia
quitman,georgia,barbour,alabama
quitman,georgia,clay,georgia
quitman,georgia,quitman,georgia
quitman,georgia,randolph,georgia
quitman,georgia,stewart,georgia
rabun,georgia,habersham,georgia
rabun,georgia,rabun,georgia
rabun,georgia,towns,georgia
rabun,georgia,clay,north carolina
rabun,georgia,macon,north carolina
rabun,georgia,oconee,south carolina
randolph,georgia,calhoun,georgia
randolph,georgia,clay,georgia
randolph,georgia,quitman,georgia
randolph,georgia,randolph,georgia
randolph,georgia,stewart,georgia
randolph,georgia,terrell,georgia
randolph,georgia,webster,georgia
richmond,georgia,burke,georgia
richmond,georgia,columbia,georgia
richmond,georgia,jefferson,georgia
richmond,georgia,mcduffie,georgia
richmond,georgia,richmond,georgia
richmond,georgia,aiken,south carolina
richmond,georgia,edgefield,south carolina
rockdale,georgia,dekalb,georgia
rockdale,georgia,gwinnett,georgia
rockdale,georgia,henry,georgia
rockdale,georgia,newton,georgia
rockdale,georgia,rockdale,georgia
rockdale,georgia,walton,georgia
schley,georgia,macon,georgia
schley,georgia,marion,georgia
schley,georgia,schley,georgia
schley,georgia,sumter,georgia
schley,georgia,taylor,georgia
screven,georgia,bulloch,georgia
screven,georgia,burke,georgia
screven,georgia,effingham,georgia
screven,georgia,jenkins,georgia
screven,georgia,screven,georgia
screven,georgia,allendale,south carolina
screven,georgia,hampton,south carolina
seminole,georgia,houston,alabama
seminole,georgia,gadsden,florida
seminole,georgia,jackson,florida
seminole,georgia,decatur,georgia
seminole,georgia,early,georgia
seminole,georgia,miller,georgia
seminole,georgia,seminole,georgia
spalding,georgia,butts,georgia
spalding,georgia,clayton,georgia
spalding,georgia,coweta,georgia
spalding,georgia,fayette,georgia
spalding,georgia,henry,georgia
spalding,georgia,lamar,georgia
spalding,georgia,meriwether,georgia
spalding,georgia,pike,georgia
spalding,georgia,spalding,georgia
stephens,georgia,banks,georgia
stephens,georgia,franklin,georgia
stephens,georgia,habersham,georgia
stephens,georgia,stephens,georgia
stephens,georgia,oconee,south carolina
stewart,georgia,barbour,alabama
stewart,georgia,russell,alabama
stewart,georgia,chattahoochee,georgia
stewart,georgia,marion,georgia
stewart,georgia,quitman,georgia
stewart,georgia,randolph,georgia
stewart,georgia,stewart,georgia
stewart,georgia,webster,georgia
sumter,georgia,crisp,georgia
sumter,georgia,dooly,georgia
sumter,georgia,lee,georgia
sumter,georgia,macon,georgia
sumter,georgia,marion,georgia
sumter,georgia,schley,georgia
sumter,georgia,sumter,georgia
sumter,georgia,terrell,georgia
sumter,georgia,webster,georgia
talbot,georgia,chattahoochee,georgia
talbot,georgia,harris,georgia
talbot,georgia,marion,georgia
talbot,georgia,meriwether,georgia
talbot,georgia,muscogee,georgia
talbot,georgia,talbot,georgia
talbot,georgia,taylor,georgia
talbot,georgia,upson,georgia
taliaferro,georgia,greene,georgia
taliaferro,georgia,hancock,georgia
taliaferro,georgia,oglethorpe,georgia
taliaferro,georgia,taliaferro,georgia
taliaferro,georgia,warren,georgia
taliaferro,georgia,wilkes,georgia
tattnall,georgia,appling,georgia
tattnall,georgia,candler,georgia
tattnall,georgia,emanuel,georgia
tattnall,georgia,evans,georgia
tattnall,georgia,liberty,georgia
tattnall,georgia,long,georgia
tattnall,georgia,tattnall,georgia
tattnall,georgia,toombs,georgia
tattnall,georgia,wayne,georgia
taylor,georgia,crawford,georgia
taylor,georgia,macon,georgia
taylor,georgia,marion,georgia
taylor,georgia,peach,georgia
taylor,georgia,schley,georgia
taylor,georgia,talbot,georgia
taylor,georgia,taylor,georgia
taylor,georgia,upson,georgia
telfair,georgia,benhill,georgia
telfair,georgia,coffee,georgia
telfair,georgia,dodge,georgia
telfair,georgia,jeffdavis,georgia
telfair,georgia,telfair,georgia
telfair,georgia,wheeler,georgia
telfair,georgia,wilcox,georgia
terrell,georgia,calhoun,georgia
terrell,georgia,dougherty,georgia
terrell,georgia,lee,georgia
terrell,georgia,randolph,georgia
terrell,georgia,sumter,georgia
terrell,georgia,terrell,georgia
terrell,georgia,webster,georgia
thomas,georgia,jefferson,florida
thomas,georgia,leon,florida
thomas,georgia,brooks,georgia
thomas,georgia,colquitt,georgia
thomas,georgia,grady,georgia
thomas,georgia,mitchell,georgia
thomas,georgia,thomas,georgia
tift,georgia,berrien,georgia
tift,georgia,colquitt,georgia
tift,georgia,cook,georgia
tift,georgia,irwin,georgia
tift,georgia,tift,georgia
tift,georgia,turner,georgia
tift,georgia,worth,georgia
toombs,georgia,appling,georgia
toombs,georgia,candler,georgia
toombs,georgia,emanuel,georgia
toombs,georgia,jeffdavis,georgia
toombs,georgia,montgomery,georgia
toombs,georgia,tattnall,georgia
toombs,georgia,toombs,georgia
toombs,georgia,treutlen,georgia
towns,georgia,habersham,georgia
towns,georgia,rabun,georgia
towns,georgia,towns,georgia
towns,georgia,union,georgia
towns,georgia,white,georgia
towns,georgia,clay,north carolina
treutlen,georgia,emanuel,georgia
treutlen,georgia,johnson,georgia
treutlen,georgia,laurens,georgia
treutlen,georgia,montgomery,georgia
treutlen,georgia,toombs,georgia
treutlen,georgia,treutlen,georgia
treutlen,georgia,wheeler,georgia
troup,georgia,chambers,alabama
troup,georgia,randolph,alabama
troup,georgia,coweta,georgia
troup,georgia,harris,georgia
troup,georgia,heard,georgia
troup,georgia,meriwether,georgia
troup,georgia,troup,georgia
turner,georgia,benhill,georgia
turner,georgia,crisp,georgia
turner,georgia,irwin,georgia
turner,georgia,tift,georgia
turner,georgia,turner,georgia
turner,georgia,wilcox,georgia
turner,georgia,worth,georgia
twiggs,georgia,bibb,georgia
twiggs,georgia,bleckley,georgia
twiggs,georgia,houston,georgia
twiggs,georgia,jones,georgia
twiggs,georgia,laurens,georgia
twiggs,georgia,twiggs,georgia
twiggs,georgia,wilkinson,georgia
union,georgia,fannin,georgia
union,georgia,lumpkin,georgia
union,georgia,towns,georgia
union,georgia,union,georgia
union,georgia,white,georgia
union,georgia,cherokee,north carolina
union,georgia,clay,north carolina
upson,georgia,crawford,georgia
upson,georgia,lamar,georgia
upson,georgia,meriwether,georgia
upson,georgia,monroe,georgia
upson,georgia,pike,georgia
upson,georgia,talbot,georgia
upson,georgia,taylor,georgia
upson,georgia,upson,georgia
walker,georgia,dekalb,alabama
walker,georgia,catoosa,georgia
walker,georgia,chattooga,georgia
walker,georgia,dade,georgia
walker,georgia,floyd,georgia
walker,georgia,gordon,georgia
walker,georgia,walker,georgia
walker,georgia,whitfield,georgia
walker,georgia,hamilton,tennessee
walton,georgia,barrow,georgia
walton,georgia,gwinnett,georgia
walton,georgia,morgan,georgia
walton,georgia,newton,georgia
walton,georgia,oconee,georgia
walton,georgia,rockdale,georgia
walton,georgia,walton,georgia
ware,georgia,baker,florida
ware,georgia,atkinson,georgia
ware,georgia,bacon,georgia
ware,georgia,brantley,georgia
ware,georgia,charlton,georgia
ware,georgia,clinch,georgia
ware,georgia,coffee,georgia
ware,georgia,pierce,georgia
ware,georgia,ware,georgia
warren,georgia,glascock,georgia
warren,georgia,hancock,georgia
warren,georgia,jefferson,georgia
warren,georgia,mcduffie,georgia
warren,georgia,taliaferro,georgia
warren,georgia,warren,georgia
warren,georgia,wilkes,georgia
washington,georgia,baldwin,georgia
washington,georgia,glascock,georgia
washington,georgia,hancock,georgia
washington,georgia,jefferson,georgia
washington,georgia,johnson,georgia
washington,georgia,washington,georgia
washington,georgia,wilkinson,georgia
wayne,georgia,appling,georgia
wayne,georgia,brantley,georgia
wayne,georgia,glynn,georgia
wayne,georgia,long,georgia
wayne,georgia,mcintosh,georgia
wayne,georgia,pierce,georgia
wayne,georgia,tattnall,georgia
wayne,georgia,wayne,georgia
webster,georgia,marion,georgia
webster,georgia,randolph,georgia
webster,georgia,stewart,georgia
webster,georgia,sumter,georgia
webster,georgia,terrell,georgia
webster,georgia,webster,georgia
wheeler,georgia,dodge,georgia
wheeler,georgia,jeffdavis,georgia
wheeler,georgia,laurens,georgia
wheeler,georgia,montgomery,georgia
wheeler,georgia,telfair,georgia
wheeler,georgia,treutlen,georgia
wheeler,georgia,wheeler,georgia
white,georgia,habersham,georgia
white,georgia,hall,georgia
white,georgia,lumpkin,georgia
white,georgia,towns,georgia
white,georgia,union,georgia
white,georgia,white,georgia
whitfield,georgia,catoosa,georgia
whitfield,georgia,gordon,georgia
whitfield,georgia,murray,georgia
whitfield,georgia,walker,georgia
whitfield,georgia,whitfield,georgia
whitfield,georgia,bradley,tennessee
whitfield,georgia,hamilton,tennessee
wilcox,georgia,benhill,georgia
wilcox,georgia,crisp,georgia
wilcox,georgia,dodge,georgia
wilcox,georgia,dooly,georgia
wilcox,georgia,pulaski,georgia
wilcox,georgia,telfair,georgia
wilcox,georgia,turner,georgia
wilcox,georgia,wilcox,georgia
wilkes,georgia,elbert,georgia
wilkes,georgia,lincoln,georgia
wilkes,georgia,mcduffie,georgia
wilkes,georgia,oglethorpe,georgia
wilkes,georgia,taliaferro,georgia
wilkes,georgia,warren,georgia
wilkes,georgia,wilkes,georgia
wilkinson,georgia,baldwin,georgia
wilkinson,georgia,bleckley,georgia
wilkinson,georgia,johnson,georgia
wilkinson,georgia,jones,georgia
wilkinson,georgia,laurens,georgia
wilkinson,georgia,twiggs,georgia
wilkinson,georgia,washington,georgia
wilkinson,georgia,wilkinson,georgia
worth,georgia,colquitt,georgia
worth,georgia,crisp,georgia
worth,georgia,dougherty,georgia
worth,georgia,lee,georgia
worth,georgia,mitchell,georgia
worth,georgia,tift,georgia
worth,georgia,turner,georgia
worth,georgia,worth,georgia
ada,idaho,ada,idaho
ada,idaho,boise,idaho
ada,idaho,canyon,idaho
ada,idaho,elmore,idaho
ada,idaho,gem,idaho
ada,idaho,owyhee,idaho
adams,idaho,adams,idaho
adams,idaho,gem,idaho
adams,idaho,idaho,idaho
adams,idaho,valley,idaho
adams,idaho,washington,idaho
adams,idaho,baker,oregon
adams,idaho,wallowa,oregon
bannock,idaho,bannock,idaho
bannock,idaho,bingham,idaho
bannock,idaho,caribou,idaho
bannock,idaho,franklin,idaho
bannock,idaho,oneida,idaho
bannock,idaho,power,idaho
bearlake,idaho,bearlake,idaho
bearlake,idaho,caribou,idaho
bearlake,idaho,franklin,idaho
bearlake,idaho,cache,utah
bearlake,idaho,rich,utah
bearlake,idaho,lincoln,wyoming
benewah,idaho,benewah,idaho
benewah,idaho,kootenai,idaho
benewah,idaho,latah,idaho
benewah,idaho,shoshone,idaho
benewah,idaho,spokane,washington
benewah,idaho,whitman,washington
bingham,idaho,bannock,idaho
bingham,idaho,bingham,idaho
bingham,idaho,blaine,idaho
bingham,idaho,bonneville,idaho
bingham,idaho,butte,idaho
bingham,idaho,caribou,idaho
bingham,idaho,jefferson,idaho
bingham,idaho,power,idaho
blaine,idaho,bingham,idaho
blaine,idaho,blaine,idaho
blaine,idaho,butte,idaho
blaine,idaho,camas,idaho
blaine,idaho,cassia,idaho
blaine,idaho,custer,idaho
blaine,idaho,elmore,idaho
blaine,idaho,lincoln,idaho
blaine,idaho,minidoka,idaho
blaine,idaho,power,idaho
boise,idaho,ada,idaho
boise,idaho,boise,idaho
boise,idaho,custer,idaho
boise,idaho,elmore,idaho
boise,idaho,gem,idaho
boise,idaho,valley,idaho
bonner,idaho,bonner,idaho
bonner,idaho,boundary,idaho
bonner,idaho,kootenai,idaho
bonner,idaho,shoshone,idaho
bonner,idaho,lincoln,montana
bonner,idaho,sanders,montana
bonner,idaho,pendoreille,washington
bonner,idaho,spokane,washington
bonneville,idaho,bingham,idaho
bonneville,idaho,bonneville,idaho
bonneville,idaho,caribou,idaho
bonneville,idaho,jefferson,idaho
bonneville,idaho,madison,idaho
bonneville,idaho,teton,idaho
bonneville,idaho,lincoln,wyoming
bonneville,idaho,teton,wyoming
boundary,idaho,bonner,idaho
boundary,idaho,boundary,idaho
boundary,idaho,lincoln,montana
boundary,idaho,pendoreille,washington
butte,idaho,bingham,idaho
butte,idaho,blaine,idaho
butte,idaho,butte,idaho
butte,idaho,clark,idaho
butte,idaho,custer,idaho
butte,idaho,jefferson,idaho
butte,idaho,lemhi,idaho
camas,idaho,blaine,idaho
camas,idaho,camas,idaho
camas,idaho,elmore,idaho
camas,idaho,gooding,idaho
camas,idaho,lincoln,idaho
canyon,idaho,ada,idaho
canyon,idaho,canyon,idaho
canyon,idaho,gem,idaho
canyon,idaho,owyhee,idaho
canyon,idaho,payette,idaho
canyon,idaho,malheur,oregon
caribou,idaho,bannock,idaho
caribou,idaho,bearlake,idaho
caribou,idaho,bingham,idaho
caribou,idaho,bonneville,idaho
caribou,idaho,caribou,idaho
caribou,idaho,franklin,idaho
caribou,idaho,lincoln,wyoming
cassia,idaho,blaine,idaho
cassia,idaho,cassia,idaho
cassia,idaho,jerome,idaho
cassia,idaho,minidoka,idaho
cassia,idaho,oneida,idaho
cassia,idaho,power,idaho
cassia,idaho,twinfalls,idaho
cassia,idaho,elko,nevada
cassia,idaho,boxelder,utah
clark,idaho,butte,idaho
clark,idaho,clark,idaho
clark,idaho,fremont,idaho
clark,idaho,jefferson,idaho
clark,idaho,lemhi,idaho
clark,idaho,beaverhead,montana
clearwater,idaho,clearwater,idaho
clearwater,idaho,idaho,idaho
clearwater,idaho,latah,idaho
clearwater,idaho,lewis,idaho
clearwater,idaho,nezperce,idaho
clearwater,idaho,shoshone,idaho
clearwater,idaho,mineral,montana
clearwater,idaho,missoula,montana
custer,idaho,blaine,idaho
custer,idaho,boise,idaho
custer,idaho,butte,idaho
custer,idaho,custer,idaho
custer,idaho,elmore,idaho
custer,idaho,lemhi,idaho
custer,idaho,valley,idaho
elmore,idaho,ada,idaho
elmore,idaho,blaine,idaho
elmore,idaho,boise,idaho
elmore,idaho,camas,idaho
elmore,idaho,custer,idaho
elmore,idaho,elmore,idaho
elmore,idaho,gooding,idaho
elmore,idaho,owyhee,idaho
elmore,idaho,twinfalls,idaho
franklin,idaho,bannock,idaho
franklin,idaho,bearlake,idaho
franklin,idaho,caribou,idaho
franklin,idaho,franklin,idaho
franklin,idaho,oneida,idaho
franklin,idaho,cache,utah
franklin,idaho,rich,utah
fremont,idaho,clark,idaho
fremont,idaho,fremont,idaho
fremont,idaho,jefferson,idaho
fremont,idaho,madison,idaho
fremont,idaho,teton,idaho
fremont,idaho,beaverhead,montana
fremont,idaho,gallatin,montana
fremont,idaho,madison,montana
fremont,idaho,teton,wyoming
gem,idaho,ada,idaho
gem,idaho,adams,idaho
gem,idaho,boise,idaho
gem,idaho,canyon,idaho
gem,idaho,gem,idaho
gem,idaho,payette,idaho
gem,idaho,valley,idaho
gem,idaho,washington,idaho
gooding,idaho,camas,idaho
gooding,idaho,elmore,idaho
gooding,idaho,gooding,idaho
gooding,idaho,jerome,idaho
gooding,idaho,lincoln,idaho
gooding,idaho,twinfalls,idaho
idaho,idaho,adams,idaho
idaho,idaho,clearwater,idaho
idaho,idaho,idaho,idaho
idaho,idaho,lemhi,idaho
idaho,idaho,lewis,idaho
idaho,idaho,nezperce,idaho
idaho,idaho,valley,idaho
idaho,idaho,missoula,montana
idaho,idaho,ravalli,montana
idaho,idaho,wallowa,oregon
jefferson,idaho,bingham,idaho
jefferson,idaho,bonneville,idaho
jefferson,idaho,butte,idaho
jefferson,idaho,clark,idaho
jefferson,idaho,fremont,idaho
jefferson,idaho,jefferson,idaho
jefferson,idaho,madison,idaho
jerome,idaho,cassia,idaho
jerome,idaho,gooding,idaho
jerome,idaho,jerome,idaho
jerome,idaho,lincoln,idaho
jerome,idaho,minidoka,idaho
jerome,idaho,twinfalls,idaho
kootenai,idaho,benewah,idaho
kootenai,idaho,bonner,idaho
kootenai,idaho,kootenai,idaho
kootenai,idaho,shoshone,idaho
kootenai,idaho,spokane,washington
latah,idaho,benewah,idaho
latah,idaho,clearwater,idaho
latah,idaho,latah,idaho
latah,idaho,nezperce,idaho
latah,idaho,shoshone,idaho
latah,idaho,whitman,washington
lemhi,idaho,butte,idaho
lemhi,idaho,clark,idaho
lemhi,idaho,custer,idaho
lemhi,idaho,idaho,idaho
lemhi,idaho,lemhi,idaho
lemhi,idaho,valley,idaho
lemhi,idaho,beaverhead,montana
lemhi,idaho,ravalli,montana
lewis,idaho,clearwater,idaho
lewis,idaho,idaho,idaho
lewis,idaho,lewis,idaho
lewis,idaho,nezperce,idaho
lincoln,idaho,blaine,idaho
lincoln,idaho,camas,idaho
lincoln,idaho,gooding,idaho
lincoln,idaho,jerome,idaho
lincoln,idaho,lincoln,idaho
lincoln,idaho,minidoka,idaho
madison,idaho,bonneville,idaho
madison,idaho,fremont,idaho
madison,idaho,jefferson,idaho
madison,idaho,madison,idaho
madison,idaho,teton,idaho
minidoka,idaho,blaine,idaho
minidoka,idaho,cassia,idaho
minidoka,idaho,jerome,idaho
minidoka,idaho,lincoln,idaho
minidoka,idaho,minidoka,idaho
nezperce,idaho,clearwater,idaho
nezperce,idaho,idaho,idaho
nezperce,idaho,latah,idaho
nezperce,idaho,lewis,idaho
nezperce,idaho,nezperce,idaho
nezperce,idaho,wallowa,oregon
nezperce,idaho,asotin,washington
nezperce,idaho,whitman,washington
oneida,idaho,bannock,idaho
oneida,idaho,cassia,idaho
oneida,idaho,franklin,idaho
oneida,idaho,oneida,idaho
oneida,idaho,power,idaho
oneida,idaho,boxelder,utah
oneida,idaho,cache,utah
owyhee,idaho,ada,idaho
owyhee,idaho,canyon,idaho
owyhee,idaho,elmore,idaho
owyhee,idaho,owyhee,idaho
owyhee,idaho,twinfalls,idaho
owyhee,idaho,elko,nevada
owyhee,idaho,humboldt,nevada
owyhee,idaho,malheur,oregon
payette,idaho,canyon,idaho
payette,idaho,gem,idaho
payette,idaho,payette,idaho
payette,idaho,washington,idaho
payette,idaho,malheur,oregon
power,idaho,bannock,idaho
power,idaho,bingham,idaho
power,idaho,blaine,idaho
power,idaho,cassia,idaho
power,idaho,oneida,idaho
power,idaho,power,idaho
shoshone,idaho,benewah,idaho
shoshone,idaho,bonner,idaho
shoshone,idaho,clearwater,idaho
shoshone,idaho,kootenai,idaho
shoshone,idaho,latah,idaho
shoshone,idaho,shoshone,idaho
shoshone,idaho,mineral,montana
shoshone,idaho,sanders,montana
teton,idaho,bonneville,idaho
teton,idaho,fremont,idaho
teton,idaho,madison,idaho
teton,idaho,teton,idaho
teton,idaho,teton,wyoming
twinfalls,idaho,cassia,idaho
twinfalls,idaho,elmore,idaho
twinfalls,idaho,gooding,idaho
twinfalls,idaho,jerome,idaho
twinfalls,idaho,owyhee,idaho
twinfalls,idaho,twinfalls,idaho
twinfalls,idaho,elko,nevada
valley,idaho,adams,idaho
valley,idaho,boise,idaho
valley,idaho,custer,idaho
valley,idaho,gem,idaho
valley,idaho,idaho,idaho
valley,idaho,lemhi,idaho
valley,idaho,valley,idaho
