County,2020,2021,2022,Rank in state,Percent change,Percent change,Rank in state,State
Gregory,"52,466","57,815","60,858",44,10.2,5.3,31,South Dakota
Haakon,"71,235","73,286","78,044",14,2.9,6.5,21,South Dakota
Hamlin,"54,216","61,446","63,720",40,13.3,3.7,44,South Dakota
Hand,"66,928","81,519","85,667",6,21.8,5.1,34,South Dakota
Hanson,"68,446","74,030","78,530",13,8.2,6.1,23,South Dakota
Harding,"46,341","57,502","51,414",56,24.1,-10.6,66,South Dakota
Hughes,"55,545","62,042","63,992",38,11.7,3.1,46,South Dakota
Hutchinson,"54,776","64,844","73,183",21,18.4,12.9,2,South Dakota
Hyde,"67,156","71,663","80,033",11,6.7,11.7,3,South Dakota
Jackson,"37,338","40,827","44,228",61,9.3,8.3,11,South Dakota
Jerauld,"57,534","65,770","73,021",22,14.3,11,4,South Dakota
Jones,"56,973","84,385","79,312",12,48.1,-6,65,South Dakota
Kingsbury,"66,926","72,645","74,014",17,8.5,1.9,54,South Dakota
Lake,"62,687","70,245","73,379",19,12.1,4.5,36,South Dakota
Lawrence,"57,548","66,207","67,931",32,15,2.6,49,South Dakota
Lincoln,"74,385","79,995","83,363",8,7.5,4.2,40,South Dakota
Lyman,"47,267","54,459","57,855",47,15.2,6.2,22,South Dakota
McCook,"58,470","67,588","73,362",20,15.6,8.5,9,South Dakota
McPherson,"58,152","70,911","72,524",24,21.9,2.3,51,South Dakota
Marshall,"74,712","71,189","74,536",16,-4.7,4.7,35,South Dakota
Meade,"48,892","52,087","53,401",54,6.5,2.5,50,South Dakota
Mellette,"35,882","45,277","45,401",60,26.2,0.3,58,South Dakota
Miner,"58,101","67,061","72,595",23,15.4,8.3,12,South Dakota
Minnehaha,"64,774","69,839","71,922",25,7.8,3,47,South Dakota
Moody,"59,321","66,348","66,475",34,11.8,0.2,59,South Dakota
Oglala Lakota,"31,505","36,389","35,687",64,15.5,-1.9,63,South Dakota
Pennington,"60,280","66,694","69,134",30,10.6,3.7,45,South Dakota
Perkins,"46,885","51,498","54,196",52,9.8,5.2,32,South Dakota
Potter,"76,020","77,291","84,510",7,1.7,9.3,6,South Dakota
Roberts,"45,269","50,263","52,261",55,11,4,43,South Dakota
Sanborn,"61,718","59,390","63,968",39,-3.8,7.7,14,South Dakota
Spink,"71,730","81,013","86,870",5,12.9,7.2,18,South Dakota
Stanley,"64,616","77,798","82,109",9,20.4,5.5,28,South Dakota
Sully,"92,149","97,675","101,788",2,6,4.2,39,South Dakota
Todd,"32,007","37,288","35,847",63,16.5,-3.9,64,South Dakota
Tripp,"55,324","61,145","65,722",35,10.5,7.5,17,South Dakota
Turner,"55,270","65,085","70,953",28,17.8,9,8,South Dakota
Union,"114,448","115,020","121,722",1,0.5,5.8,26,South Dakota
Walworth,"53,109","61,497","62,647",42,15.8,1.9,55,South Dakota
Yankton,"53,954","62,316","68,105",31,15.5,9.3,7,South Dakota
Ziebach,"28,178","31,943","33,700",66,13.4,5.5,29,South Dakota
Anderson,"46,708","51,064","51,436",20,9.3,0.7,40,Tennessee
Bedford,"41,161","45,761","47,337",36,11.2,3.4,8,Tennessee
Benton,"37,685","41,473","40,859",70,10.1,-1.5,83,Tennessee
Bledsoe,"30,342","34,055","34,832",92,12.2,2.3,17,Tennessee
Blount,"48,265","52,513","53,332",12,8.8,1.6,27,Tennessee
Bradley,"43,229","46,415","47,123",38,7.4,1.5,28,Tennessee
Campbell,"38,958","42,248","42,051",60,8.4,-0.5,69,Tennessee
Cannon,"39,992","44,121","43,976",51,10.3,-0.3,64,Tennessee
Carroll,"37,516","41,212","40,544",74,9.9,-1.6,85,Tennessee
Carter,"37,193","40,624","40,378",75,9.2,-0.6,75,Tennessee
Cheatham,"49,323","53,463","55,260",10,8.4,3.4,9,Tennessee
Chester,"38,354","40,924","40,686",73,6.7,-0.6,74,Tennessee
Claiborne,"38,886","41,767","42,082",59,7.4,0.8,38,Tennessee
Clay,"33,658","39,096","41,427",66,16.2,6,2,Tennessee
Cocke,"37,094","40,950","40,741",72,10.4,-0.5,71,Tennessee
Coffee,"43,257","46,640","46,910",39,7.8,0.6,43,Tennessee
Crockett,"44,112","48,976","47,217",37,11,-3.6,89,Tennessee
Cumberland,"41,290","44,560","44,540",49,7.9,0,57,Tennessee
Davidson,"73,177","81,145","85,551",2,10.9,5.4,3,Tennessee
Decatur,"45,738","49,092","49,250",24,7.3,0.3,47,Tennessee
DeKalb,"44,574","48,171","48,289",31,8.1,0.2,49,Tennessee
Dickson,"46,622","50,306","51,658",19,7.9,2.7,11,Tennessee
Dyer,"46,296","51,339","50,874",22,10.9,-0.9,79,Tennessee
Fayette,"64,094","71,259","73,510",3,11.2,3.2,10,Tennessee
Fentress,"37,987","41,998","41,694",63,10.6,-0.7,76,Tennessee
Franklin,"42,717","46,207","46,514",41,8.2,0.7,41,Tennessee
Gibson,"42,564","46,593","46,051",44,9.5,-1.2,81,Tennessee
Giles,"40,340","43,778","44,637",47,8.5,2,20,Tennessee
Grainger,"38,037","42,480","42,408",56,11.7,-0.2,60,Tennessee
Greene,"39,424","42,233","42,279",57,7.1,0.1,52,Tennessee
Grundy,"36,046","38,900","38,468",82,7.9,-1.1,80,Tennessee
Hamblen,"40,942","46,418","46,766",40,13.4,0.7,39,Tennessee
Hamilton,"56,191","59,362","60,691",8,5.6,2.2,18,Tennessee
Hancock,"30,571","33,214","31,828",94,8.6,-4.2,92,Tennessee
Hardeman,"32,653","36,175","34,765",93,10.8,-3.9,90,Tennessee
Hardin,"41,809","44,676","44,281",50,6.9,-0.9,78,Tennessee
Hawkins,"37,851","41,291","41,134",68,9.1,-0.4,66,Tennessee
Haywood,"36,314","40,537","37,528",84,11.6,-7.4,94,Tennessee
Henderson,"40,722","46,066","46,223",42,13.1,0.3,45,Tennessee
Henry,"46,958","51,367","52,325",16,9.4,1.9,22,Tennessee
Hickman,"38,085","42,155","42,564",54,10.7,1,31,Tennessee
Houston,"36,373","39,183","39,189",80,7.7,0,54,Tennessee
Humphreys,"41,009","44,149","44,563",48,7.7,0.9,32,Tennessee
Jackson,"35,393","37,929","37,237",87,7.2,-1.8,87,Tennessee
Jefferson,"41,046","44,665","44,816",46,8.8,0.3,46,Tennessee
Johnson,"35,469","38,619","38,528",81,8.9,-0.2,63,Tennessee
Knox,"55,991","62,028","63,494",6,10.8,2.4,15,Tennessee
Lake,"26,406","32,861","30,404",95,24.4,-7.5,95,Tennessee
Lauderdale,"36,415","41,322","39,705",78,13.5,-3.9,91,Tennessee
Lawrence,"38,200","41,852","42,177",58,9.6,0.8,37,Tennessee
Lewis,"39,322","41,660","41,666",64,5.9,0,55,Tennessee
Lincoln,"44,003","48,689","48,759",28,10.6,0.1,51,Tennessee
Loudon,"57,182","63,918","67,088",4,11.8,5,4,Tennessee
McMinn,"40,593","43,378","43,418",52,6.9,0.1,53,Tennessee
McNairy,"35,830","38,688","38,355",83,8,-0.9,77,Tennessee
Macon,"35,383","39,152","39,855",76,10.7,1.8,23,Tennessee
Madison,"46,767","51,864","52,286",17,10.9,0.8,34,Tennessee
Marion,"43,075","47,327","47,613",35,9.9,0.6,42,Tennessee
Marshall,"43,068","47,337","48,222",33,9.9,1.9,21,Tennessee
Maury,"47,663","51,733","52,957",13,8.5,2.4,14,Tennessee
Meigs,"37,287","39,679","39,849",77,6.4,0.4,44,Tennessee
Monroe,"38,398","42,035","41,401",67,9.5,-1.5,84,Tennessee
Montgomery,"45,830","49,203","48,938",26,7.4,-0.5,72,Tennessee
Moore,"45,421","47,524","48,630",30,4.6,2.3,16,Tennessee
Morgan,"34,236","37,198","36,995",88,8.7,-0.5,73,Tennessee
Obion,"43,945","48,908","48,988",25,11.3,0.2,50,Tennessee
Overton,"37,841","40,368","39,441",79,6.7,-2.3,88,Tennessee
Perry,"35,211","37,262","35,513",91,5.8,-4.7,93,Tennessee
Pickett,"42,626","41,894","41,868",61,-1.7,-0.1,58,Tennessee
Polk,"36,703","39,928","40,771",71,8.8,2.1,19,Tennessee
Putnam,"44,256","47,897","48,280",32,8.2,0.8,35,Tennessee
Rhea,"39,648","43,419","43,403",53,9.5,0,56,Tennessee
Roane,"46,477","49,794","50,192",23,7.1,0.8,36,Tennessee
Robertson,"47,479","51,450","52,328",15,8.4,1.7,25,Tennessee
Rutherford,"45,965","49,876","51,672",18,8.5,3.6,7,Tennessee
Scott,"34,244","37,597","37,462",86,9.8,-0.4,65,Tennessee
Sequatchie,"41,663","45,420","46,061",43,9,1.4,30,Tennessee
Sevier,"44,998","51,238","52,561",14,13.9,2.6,12,Tennessee
Shelby,"53,335","58,844","58,736",9,10.3,-0.2,61,Tennessee
Smith,"43,693","47,245","48,048",34,8.1,1.7,26,Tennessee
Stewart,"45,593","48,851","48,646",29,7.1,-0.4,67,Tennessee
Sullivan,"46,648","50,326","51,090",21,7.9,1.5,29,Tennessee
Sumner,"54,958","59,811","62,345",7,8.8,4.2,6,Tennessee
Tipton,"44,992","49,682","48,866",27,10.4,-1.6,86,Tennessee
Trousdale,"33,906","37,377","37,478",85,10.2,0.3,48,Tennessee
Unicoi,"39,382","42,610","42,425",55,8.2,-0.4,68,Tennessee
Union,"36,698","40,895","40,862",69,11.4,-0.1,59,Tennessee
Van Buren,"34,050","36,458","35,966",90,7.1,-1.3,82,Tennessee
Warren,"38,857","42,017","41,807",62,8.1,-0.5,70,Tennessee
Washington,"47,932","52,468","53,392",11,9.5,1.8,24,Tennessee
Wayne,"32,988","35,675","36,538",89,8.1,2.4,13,Tennessee
Weakley,"40,290","45,338","45,738",45,12.5,0.9,33,Tennessee
White,"37,583","41,579","41,483",65,10.6,-0.2,62,Tennessee
Williamson,"99,108","111,083","119,937",1,12.1,8,1,Tennessee
Wilson,"55,070","62,361","65,138",5,13.2,4.5,5,Tennessee
Anderson,"39,154","43,172","43,870",218,10.3,1.6,119,Texas
Andrews,"48,757","51,683","54,323",116,6,5.1,44,Texas
Angelina,"42,940","46,996","47,281",182,9.4,0.6,159,Texas
Aransas,"57,014","62,258","64,072",57,9.2,2.9,80,Texas
Archer,"58,110","60,443","62,096",64,4,2.7,84,Texas
Armstrong,"61,888","59,930","58,556",81,-3.2,-2.3,223,Texas
Atascosa,"42,201","46,328","45,800",204,9.8,-1.1,200,Texas
Austin,"56,360","60,773","61,630",67,7.8,1.4,127,Texas
Bailey,"50,811","52,162","52,520",131,2.7,0.7,156,Texas
Bandera,"55,187","58,537","59,272",78,6.1,1.3,132,Texas
Bastrop,"39,579","43,681","44,607",215,10.4,2.1,105,Texas
Baylor,"55,689","57,678","60,988",72,3.6,5.7,36,Texas
Bee,"32,726","34,810","34,707",249,6.4,-0.3,184,Texas
Bell,"46,569","50,199","49,416",163,7.8,-1.6,210,Texas
Bexar,"47,970","52,141","52,583",130,8.7,0.8,149,Texas
Blanco,"65,421","73,535","74,566",28,12.4,1.4,128,Texas
Borden,"69,601","97,356","115,928",6,39.9,19.1,3,Texas
Bosque,"47,547","51,979","52,462",132,9.3,0.9,145,Texas
Bowie,"45,485","49,603","50,089",158,9.1,1,142,Texas
Brazoria,"53,110","56,561","57,644",87,6.5,1.9,109,Texas
Brazos,"43,706","46,708","47,576",180,6.9,1.9,112,Texas
Brewster,"50,758","57,357","58,166",84,13,1.4,126,Texas
Briscoe,"45,612","62,395","54,793",112,36.8,-12.2,245,Texas
Brooks,"40,074","42,697","42,727",224,6.5,0.1,173,Texas
Brown,"43,177","46,510","46,833",192,7.7,0.7,155,Texas
Burleson,"52,002","55,125","55,784",103,6,1.2,135,Texas
Burnet,"56,988","63,580","64,561",54,11.6,1.5,120,Texas
Caldwell,"37,542","40,204","40,393",236,7.1,0.5,162,Texas
Calhoun,"59,787","64,039","66,526",48,7.1,3.9,65,Texas
Callahan,"48,866","49,893","50,812",150,2.1,1.8,113,Texas
Cameron,"33,704","38,001","37,325",243,12.7,-1.8,215,Texas
Camp,"44,912","48,478","50,195",156,7.9,3.5,71,Texas
Carson,"47,460","56,869","47,777",179,19.8,-16,250,Texas
Cass,"43,615","46,496","47,273",183,6.6,1.7,118,Texas
Castro,"78,962","84,491","86,577",15,7,2.5,92,Texas
Chambers,"57,543","60,342","61,694",66,4.9,2.2,101,Texas
Cherokee,"40,554","43,459","43,397",221,7.2,-0.1,179,Texas
Childress,"35,688","39,620","44,097",217,11,11.3,13,Texas
Clay,"48,848","52,563","52,317",134,7.6,-0.5,190,Texas
Cochran,"42,496","56,713","40,047",237,33.5,-29.4,253,Texas
Coke,"49,756","50,657","51,161",146,1.8,1,139,Texas
Coleman,"51,288","56,792","57,256",92,10.7,0.8,150,Texas
Collin,"72,105","78,591","82,593",18,9,5.1,45,Texas
Collingsworth,"47,506","54,313","46,489",196,14.3,-14.4,246,Texas
Colorado,"55,645","61,752","61,594",68,11,-0.3,183,Texas
Comal,"66,119","72,193","75,074",27,9.2,4,64,Texas
Comanche,"47,991","50,164","53,063",126,4.5,5.8,34,Texas
Concho,"35,459","38,290","37,247",244,8,-2.7,226,Texas
Cooke,"54,196","58,955","61,073",71,8.8,3.6,70,Texas
Coryell,"35,066","37,621","36,504",246,7.3,-3,228,Texas
Cottle,"59,974","68,457","87,359",14,14.1,27.6,2,Texas
Crane,"47,379","49,943","53,228",125,5.4,6.6,26,Texas
Crockett,"59,564","60,362","62,104",63,1.3,2.9,81,Texas
Crosby,"45,041","53,018","44,883",212,17.7,-15.3,249,Texas
Culberson,"65,571","70,000","82,056",19,6.8,17.2,4,Texas
Dallam,"70,666","70,237","69,968",37,-0.6,-0.4,186,Texas
Dallas,"66,044","72,668","75,585",26,10,4,63,Texas
Dawson,"43,918","46,946","48,456",171,6.9,3.2,74,Texas
Deaf Smith,"57,206","62,075","65,927",50,8.5,6.2,28,Texas
Delta,"43,785","47,015","46,433",197,7.4,-1.2,202,Texas
Denton,"64,582","71,210","74,412",29,10.3,4.5,52,Texas
DeWitt,"58,322","67,354","71,119",34,15.5,5.6,40,Texas
Dickens,"46,042","48,896","47,900",178,6.2,-2,220,Texas
Dimmit,"50,405","52,710","53,857",119,4.6,2.2,103,Texas
Donley,"46,749","47,498","46,854",191,1.6,-1.4,207,Texas
Duval,"45,067","47,811","47,149",186,6.1,-1.4,209,Texas
Eastland,"54,083","53,662","55,905",102,-0.8,4.2,59,Texas
Ector,"48,111","52,703","55,448",108,9.5,5.2,43,Texas
Edwards,"72,083","70,578","66,179",49,-2.1,-6.2,242,Texas
Ellis,"49,860","54,057","55,479",107,8.4,2.6,89,Texas
El Paso,"40,186","44,118","44,198",216,9.8,0.2,169,Texas
Erath,"45,726","48,295","50,567",151,5.6,4.7,48,Texas
Falls,"39,816","42,966","42,198",228,7.9,-1.8,217,Texas
Fannin,"43,343","46,923","47,129",187,8.3,0.4,165,Texas
Fayette,"62,179","69,185","70,239",36,11.3,1.5,122,Texas
Fisher,"49,344","57,105","53,908",118,15.7,-5.6,240,Texas
Floyd,"43,920","53,180","45,025",210,21.1,-15.3,248,Texas
Foard,"55,787","61,691","69,100",40,10.6,12,12,Texas
Fort Bend,"63,655","67,436","70,390",35,5.9,4.4,56,Texas
Franklin,"47,590","51,396","57,593",88,8,12.1,11,Texas
Freestone,"40,900","44,800","44,999",211,9.5,0.4,164,Texas
Frio,"35,350","38,827","37,455",242,9.8,-3.5,232,Texas
Gaines,"46,496","48,319","46,925",189,3.9,-2.9,227,Texas
Galveston,"56,203","59,671","61,246",70,6.2,2.6,88,Texas
Garza,"31,475","32,543","32,823",253,3.4,0.9,148,Texas
Gillespie,"77,886","81,855","84,525",17,5.1,3.3,73,Texas
Glasscock,"110,024","125,020","122,894",3,13.6,-1.7,212,Texas
Goliad,"52,791","56,184","57,304",91,6.4,2,106,Texas
Gonzales,"50,846","57,880","66,727",47,13.8,15.3,8,Texas
Gray,"45,822","46,404","46,626",194,1.3,0.5,161,Texas
Grayson,"48,865","52,873","53,393",124,8.2,1,141,Texas
Gregg,"50,722","54,584","55,961",101,7.6,2.5,91,Texas
Grimes,"40,137","43,056","42,212",227,7.3,-2,219,Texas
Guadalupe,"49,507","53,556","53,788",121,8.2,0.4,166,Texas
Hale,"39,342","42,482","41,725",229,8,-1.8,216,Texas
Hall,"38,826","49,651","39,174",239,27.9,-21.1,252,Texas
Hamilton,"64,596","62,424","64,110",56,-3.4,2.7,86,Texas
Hansford,"69,987","77,853","78,201",22,11.2,0.4,163,Texas
Hardeman,"50,670","53,464","56,738",96,5.5,6.1,29,Texas
Hardin,"51,383","53,392","54,635",113,3.9,2.3,97,Texas
Harris,"59,099","66,140","69,154",39,11.9,4.6,51,Texas
Harrison,"44,622","47,757","48,480",170,7,1.5,123,Texas
Hartley,"81,718","82,805","89,126",12,1.3,7.6,18,Texas
Haskell,"48,248","53,258","50,550",152,10.4,-5.1,238,Texas
Hays,"52,159","57,467","60,097",75,10.2,4.6,49,Texas
Hemphill,"70,584","70,226","74,044",30,-0.5,5.4,41,Texas
Henderson,"45,327","48,619","49,177",165,7.3,1.1,136,Texas
Hidalgo,"31,310","34,614","33,525",251,10.6,-3.1,230,Texas
Hill,"45,671","49,614","49,859",160,8.6,0.5,160,Texas
Hockley,"46,852","50,008","48,167",172,6.7,-3.7,234,Texas
Hood,"58,990","62,066","63,641",60,5.2,2.5,90,Texas
Hopkins,"45,929","50,455","53,470",122,9.9,6,31,Texas
Houston,"45,398","49,612","50,323",154,9.3,1.4,124,Texas
Howard,"48,420","53,212","56,531",98,9.9,6.2,27,Texas
Hudspeth,"36,475","37,386","35,317",247,2.5,-5.5,239,Texas
Hunt,"44,183","47,619","47,938",175,7.8,0.7,157,Texas
Hutchinson,"45,833","48,035","47,553",181,4.8,-1,197,Texas
Irion,"70,968","75,708","80,335",21,6.7,6.1,30,Texas
Jack,"42,606","46,142","46,241",201,8.3,0.2,168,Texas
Jackson,"48,159","51,585","48,635",168,7.1,-5.7,241,Texas
Jasper,"46,945","50,477","51,346",144,7.5,1.7,117,Texas
Jeff Davis,"53,345","58,390","59,491",77,9.5,1.9,111,Texas
Jefferson,"45,227","47,792","48,131",173,5.7,0.7,152,Texas
Jim Hogg,"37,860","41,533","40,561",235,9.7,-2.3,225,Texas
Jim Wells,"44,567","48,106","48,093",174,7.9,0,178,Texas
Johnson,"48,150","51,845","52,837",127,7.7,1.9,110,Texas
Jones,"35,654","39,341","39,944",238,10.3,1.5,121,Texas
Karnes,"62,728","77,707","81,179",20,23.9,4.5,53,Texas
Kaufman,"47,174","50,826","52,659",129,7.7,3.6,69,Texas
Kendall,"102,177","102,056","106,508",8,-0.1,4.4,57,Texas
Kenedy,"49,464","41,424","38,232",241,-16.3,-7.7,244,Texas
Kent,"49,520","55,115","63,719",59,11.3,15.6,7,Texas
Kerr,"58,308","62,829","64,198",55,7.8,2.2,102,Texas
Kimble,"50,216","55,154","54,393",114,9.8,-1.4,208,Texas
King,"82,906","87,145","113,494",7,5.1,30.2,1,Texas
Kinney,"39,836","41,530","40,805",233,4.3,-1.7,214,Texas
Kleberg,"41,018","45,409","45,342",207,10.7,-0.1,180,Texas
Knox,"48,131","51,290","51,914",135,6.6,1.2,133,Texas
Lamar,"46,823","51,267","51,725",140,9.5,0.9,146,Texas
Lamb,"50,438","54,245","55,408",110,7.5,2.1,104,Texas
Lampasas,"55,601","60,110","59,799",76,8.1,-0.5,192,Texas
La Salle,"44,009","49,123","51,175",145,11.6,4.2,60,Texas
Lavaca,"59,998","63,657","65,573",51,6.1,3,78,Texas
Lee,"55,117","58,043","57,356",90,5.3,-1.2,201,Texas
Leon,"49,205","54,423","56,807",95,10.6,4.4,55,Texas
Liberty,"40,350","41,917","42,422",225,3.9,1.2,134,Texas
Limestone,"43,080","47,639","46,998",188,10.6,-1.3,205,Texas
Lipscomb,"96,425","108,653","116,640",5,12.7,7.4,20,Texas
Live Oak,"43,057","46,342","46,246",200,7.6,-0.2,182,Texas
Llano,"56,195","62,609","64,044",58,11.4,2.3,99,Texas
Loving,"108,092","123,456","141,373",2,14.2,14.5,9,Texas
Lubbock,"48,140","51,876","52,437",133,7.8,1.1,137,Texas
Lynn,"43,486","59,918","50,883",148,37.8,-15.1,247,Texas
McCulloch,"43,494","47,871","47,915",176,10.1,0.1,172,Texas
McLennan,"45,756","49,932","50,284",155,9.1,0.7,154,Texas
McMullen,"80,793","107,174","118,594",4,32.7,10.7,14,Texas
Madison,"37,461","41,268","41,086",231,10.2,-0.4,189,Texas
Marion,"44,415","48,523","49,638",161,9.2,2.3,98,Texas
Martin,"82,164","91,729","98,858",11,11.6,7.8,17,Texas
Mason,"54,643","56,246","54,945",111,2.9,-2.3,224,Texas
Matagorda,"47,632","51,024","50,360",153,7.1,-1.3,203,Texas
Maverick,"35,612","38,647","38,524",240,8.5,-0.3,185,Texas
Medina,"46,478","50,021","50,032",159,7.6,0,174,Texas
Menard,"47,392","47,602","46,018",203,0.4,-3.3,231,Texas
Midland,"106,959","124,672","145,089",1,16.6,16.4,6,Texas
Milam,"41,269","46,159","46,561",195,11.8,0.9,147,Texas
Mills,"50,337","52,391","51,682",141,4.1,-1.4,206,Texas
Mitchell,"33,860","36,833","37,064",245,8.8,0.6,158,Texas
Montague,"43,696","47,049","46,232",202,7.7,-1.7,213,Texas
Montgomery,"68,909","71,933","76,043",24,4.4,5.7,37,Texas
Moore,"50,518","55,718","58,176",83,10.3,4.4,54,Texas
Morris,"44,245","47,308","49,265",164,6.9,4.1,61,Texas
Motley,"40,468","38,819","40,718",234,-4.1,4.9,46,Texas
Nacogdoches,"42,111","46,195","48,815",167,9.7,5.7,39,Texas
Navarro,"41,794","45,353","45,130",209,8.5,-0.5,191,Texas
Newton,"40,983","43,218","43,629",219,5.5,1,143,Texas
Nolan,"46,611","52,478","51,887",138,12.6,-1.1,199,Texas
Nueces,"48,777","54,159","55,720",104,11,2.9,82,Texas
Ochiltree,"54,218","62,826","60,268",73,15.9,-4.1,235,Texas
Oldham,"70,930","74,449","76,667",23,5,3,79,Texas
Orange,"47,175","49,472","50,170",157,4.9,1.4,125,Texas
Palo Pinto,"47,443","51,733","51,742",139,9,0,175,Texas
Panola,"48,618","53,383","56,986",94,9.8,6.7,23,Texas
Parker,"61,523","67,169","69,926",38,9.2,4.1,62,Texas
Parmer,"58,081","64,238","67,989",42,10.6,5.8,33,Texas
Pecos,"40,086","43,092","44,746",213,7.5,3.8,66,Texas
Polk,"45,282","48,165","47,150",185,6.4,-2.1,221,Texas
Potter,"50,672","55,586","56,298",99,9.7,1.3,130,Texas
Presidio,"54,319","58,195","57,437",89,7.1,-1.3,204,Texas
Rains,"39,597","41,894","41,104",230,5.8,-1.9,218,Texas
Randall,"53,164","56,767","57,896",85,6.8,2,107,Texas
Reagan,"55,752","61,215","65,247",53,9.8,6.6,25,Texas
Real,"54,151","57,304","57,873",86,5.8,1,140,Texas
Red River,"48,432","52,208","53,452",123,7.8,2.4,95,Texas
Reeves,"47,834","57,562","61,533",69,20.3,6.9,22,Texas
Refugio,"48,868","54,376","54,380",115,11.3,0,176,Texas
Roberts,"52,878","54,883","54,010",117,3.8,-1.6,211,Texas
Robertson,"48,082","52,179","53,842",120,8.5,3.2,75,Texas
Rockwall,"68,067","71,774","75,860",25,5.4,5.7,38,Texas
Runnels,"47,035","50,917","51,902",136,8.3,1.9,108,Texas
Rusk,"42,480","44,326","45,701",206,4.3,3.1,76,Texas
Sabine,"41,763","46,167","46,247",199,10.5,0.2,170,Texas
San Augustine,"45,981","51,754","57,147",93,12.6,10.4,15,Texas
San Jacinto,"42,099","44,957","44,653",214,6.8,-0.7,193,Texas
San Patricio,"48,088","51,096","50,872",149,6.3,-0.4,188,Texas
San Saba,"43,148","43,304","42,336",226,0.4,-2.2,222,Texas
Schleicher,"51,491","52,201","55,694",105,1.4,6.7,24,Texas
Scurry,"45,003","46,933","48,508",169,4.3,3.4,72,Texas
Shackelford,"84,296","99,776","105,536",9,18.4,5.8,35,Texas
Shelby,"48,508","55,952","65,464",52,15.3,17,5,Texas
Sherman,"101,691","127,917","103,517",10,25.8,-19.1,251,Texas
Smith,"55,450","63,074","66,784",45,13.7,5.9,32,Texas
Somervell,"52,019","56,820","58,361",82,9.2,2.7,85,Texas
Starr,"30,393","33,336","31,643",254,9.7,-5.1,237,Texas
Stephens,"44,096","46,027","46,860",190,4.4,1.8,114,Texas
Sterling,"60,295","64,415","66,779",46,6.8,3.7,67,Texas
Stonewall,"74,359","86,199","88,796",13,15.9,3,77,Texas
Sutton,"67,518","68,815","69,018",41,1.9,0.3,167,Texas
Swisher,"60,225","72,194","71,381",33,19.9,-1.1,198,Texas
Tarrant,"53,863","60,489","61,962",65,12.3,2.4,94,Texas
Taylor,"49,851","54,611","55,572",106,9.5,1.8,115,Texas
Terrell,"55,032","58,526","60,140",74,6.3,2.8,83,Texas
Terry,"42,231","45,150","43,143",222,6.9,-4.4,236,Texas
Throckmorton,"45,123","66,334","46,683",193,47,-29.6,254,Texas
Titus,"42,403","48,252","51,901",137,13.8,7.6,19,Texas
Tom Green,"55,966","60,826","63,022",62,8.7,3.6,68,Texas
Travis,"72,771","82,012","85,930",16,12.7,4.8,47,Texas
Trinity,"43,908","46,329","46,390",198,5.5,0.1,171,Texas
Tyler,"39,647","43,240","42,946",223,9.1,-0.7,194,Texas
Upshur,"41,057","44,285","45,279",208,7.9,2.2,100,Texas
Upton,"55,649","62,686","71,755",32,12.6,14.5,10,Texas
Uvalde,"48,304","53,242","52,767",128,10.2,-0.9,195,Texas
Val Verde,"42,826","47,393","47,904",177,10.7,1.1,138,Texas
Van Zandt,"42,250","45,400","45,722",205,7.5,0.7,153,Texas
Victoria,"53,497","57,490","59,030",79,7.5,2.7,87,Texas
Walker,"31,270","33,637","33,631",250,7.6,0,177,Texas
Waller,"47,528","50,441","51,670",142,6.1,2.4,93,Texas
Ward,"49,012","54,995","58,879",80,12.2,7.1,21,Texas
Washington,"61,115","70,320","73,301",31,15.1,4.2,58,Texas
Webb,"37,015","41,051","40,873",232,10.9,-0.4,187,Texas
Wharton,"48,622","53,381","51,481",143,9.8,-3.6,233,Texas
Wheeler,"46,679","48,644","47,189",184,4.2,-3,229,Texas
Wichita,"47,084","50,339","50,979",147,6.9,1.3,131,Texas
Wilbarger,"55,374","55,610","56,057",100,0.4,0.8,151,Texas
Willacy,"32,989","37,424","34,925",248,13.4,-6.7,243,Texas
Williamson,"57,774","63,679","67,083",44,10.2,5.3,42,Texas
Wilson,"51,867","56,138","56,660",97,8.2,0.9,144,Texas
Winkler,"59,453","62,196","67,488",43,4.6,8.5,16,Texas
Wise,"50,815","54,460","55,410",109,7.2,1.7,116,Texas
Wood,"44,893","47,784","48,899",166,6.4,2.3,96,Texas
Yoakum,"47,894","49,937","49,438",162,4.3,-1,196,Texas
Young,"54,030","60,276","63,031",61,11.6,4.6,50,Texas
Zapata,"29,864","33,132","33,076",252,10.9,-0.2,181,Texas
Zavala,"39,470","42,985","43,549",220,8.9,1.3,129,Texas
Beaver,"39,979","44,453","47,664",16,11.2,7.2,5,Utah
Box Elder,"41,826","44,844","46,425",20,7.2,3.5,15,Utah
Cache,"43,024","48,424","48,469",15,12.6,0.1,26,Utah
Carbon,"43,193","45,530","45,308",22,5.4,-0.5,27,Utah
Daggett,"49,489","49,178","46,786",18,-0.6,-4.9,29,Utah
Davis,"50,348","55,832","58,147",7,10.9,4.1,12,Utah
Duchesne,"41,488","44,453","45,820",21,7.1,3.1,18,Utah
Emery,"38,448","38,943","39,565",27,1.3,1.6,23,Utah
Garfield,"42,745","50,778","55,775",8,18.8,9.8,3,Utah
Grand,"61,995","67,136","69,962",3,8.3,4.2,11,Utah
Iron,"36,491","39,157","39,616",26,7.3,1.2,24,Utah
Juab,"43,862","47,768","49,197",14,8.9,3,19,Utah
Kane,"46,337","51,988","51,164",10,12.2,-1.6,28,Utah
